Image_name,Paragraph,train,test,val
ktm_186,This is a photo of a temple in Nepal with intricate wood carvings on the pillars. The temple is made of red brick and has a multi-tiered roof. The pillars are made of wood and have detailed carvings of deities and other figures. The temple is located in a courtyard with other buildings visible in the background.,FALSE,FALSE,TRUE
ktm_187,This is a photo of a red temple in Nepal with a person sitting on the steps. The temple has a pyramid-like roof and is on a raised platform with steps leading up to it. The sky is cloudy and there are buildings and power lines in the background.,FALSE,FALSE,TRUE
ktm_188,This is a photo of a temple in Nepal with a crowd of people and a large red flag in the foreground. The temple is a two-story wooden structure with intricate carvings and a golden roof. The flag is red with a blue border and a white emblem in the center. The crowd of people are gathered around the flag and the temple. The background consists of other buildings and a clear blue sky. ,FALSE,FALSE,TRUE
ktm_189,"This is a photo of a temple complex under construction in Nepal. The temple complex is made up of multiple structures with intricate designs and details. The structures are covered in scaffolding and construction materials. The photo is taken from a distance, with people walking around the complex in the foreground. The sky is blue and the weather appears to be clear.",FALSE,FALSE,TRUE
ktm_190,This is a photo of a traditional Nepali temple with a group of people in front of it. The temple is made of red brick and has a sloping roof with a row of small statues on top. The temple has multiple levels with ornate windows and doors. The people in front of the temple are wearing traditional Nepali clothing. The sky is blue with white clouds.,FALSE,FALSE,TRUE
ktm_191,This is an image of an ornate temple door in Nepal. The door is made of wood and is decorated with intricate carvings and gold accents. The door is surrounded by a stone archway with more carvings and gold accents. The door is closed and there is a red curtain behind it.,FALSE,FALSE,TRUE
ktm_192,This is a photo of a temple complex in Nepal with multiple pagoda style buildings and a blue sky. The temple complex has multiple pagoda style buildings with red roofs and wooden structures. The sky is blue and there are clouds in the background. There are people walking around the temple complex. There is a sign in the foreground with information about the temple complex.,FALSE,FALSE,TRUE
ktm_193,"This is an image of a temple with scaffolding around it, taken at dusk. The temple is a multi-tiered pagoda style with a golden spire on top. The temple is made of brick and has multiple levels. The scaffolding is made of metal poles and wooden planks. The photo is taken at dusk, with the sky in the background a pinkish hue.",FALSE,FALSE,TRUE
ktm_194,This is a photo of a temple complex with scaffolding and construction in progress. The temple complex has multiple buildings with traditional Nepali architecture. The buildings have red roofs and white walls. The scaffolding is made of bamboo and covers one of the buildings. The photo is taken from a courtyard with a few people walking around.,FALSE,FALSE,TRUE
ktm_195,This is a photo of a temple entrance in Nepal. The entrance is red and has two lion statues on either side. There is a snake statue in the center of the entrance. The temple has a traditional Nepali roof and is made of wood. There are prayer flags hanging from the roof. ,FALSE,FALSE,TRUE
ktm_196,"This is a photo of a white building with columns and arches in front of a blue sky. The building appears to be under construction, as evidenced by the green scaffolding on the right side. There are people walking in front of the building and a large barrel on the left side. The building appears to be a government or public building, as evidenced by the columns and arches.",FALSE,FALSE,TRUE
ktm_197,"This is a panoramic photo of a temple complex in Nepal with traditional architecture and clear blue skies. The temple complex has a tall temple with a golden roof in the center, a smaller temple with a blue roof on the left, and a tall temple with a red roof on the right. The temple complex has traditional Nepali architecture with white walls and wooden windows. The sky is clear and blue.",FALSE,FALSE,TRUE
ktm_198,This is a photo of a temple complex in Nepal. The temple on the left is white with a dome and columns. The temple on the right is red with a pagoda style roof. There are cars parked in front of the red temple. The sky is blue with clouds.,FALSE,FALSE,TRUE
ktm_199,This is an image of a two-story temple in Nepal with a red roof and white walls. The temple has a pagoda style roof with a golden spire on top. There are people walking around the temple. The background consists of other buildings and power lines.,FALSE,FALSE,TRUE
ktm_200,This is a photo of a traditional Nepali temple with a multi-tiered roof and intricate woodwork . The temple is made of brick and wood and has a red roof decorated with gold accents . The temple is surrounded by trees and has a blue sky in the background . The temple is built in the pagoda style which is a multi-tiered temple with multiple roofs,FALSE,FALSE,TRUE
